SerialNo,ReceivedDateTime,SpindleSpeed_max,ServoCurrent_X_max,ServoCurrent_Z1_max,ServoCurrent_Z2_max,ServoCurrent_Z3_max,ServoLoad_X_max,ServoLoad_Z1_max,ServoLoad_Z2_max,ServoLoad_Z3_max,SpindleSpeed_mean,ServoCurrent_X_mean,ServoCurrent_Z1_mean,ServoCurrent_Z2_mean,ServoCurrent_Z3_mean,ServoLoad_X_mean,ServoLoad_Z1_mean,ServoLoad_Z2_mean,ServoLoad_Z3_mean,SpindleSpeed_min,ServoCurrent_X_min,ServoCurrent_Z1_min,ServoCurrent_Z2_min,ServoCurrent_Z3_min,ServoLoad_X_min,ServoLoad_Z1_min,ServoLoad_Z2_min,ServoLoad_Z3_min,SpindleSpeed_std,ServoCurrent_X_std,ServoCurrent_Z1_std,ServoCurrent_Z2_std,ServoCurrent_Z3_std,ServoLoad_X_std,ServoLoad_Z1_std,ServoLoad_Z2_std,ServoLoad_Z3_std,SpindleLoad_max,SpindleLoad_mean,SpindleLoad_min,SpindleLoad_std,passorfail
20220824-0000089,51:15.1,2227.05,696.9,1257.45,30.3,4200.59,169.68,166.65,30.3,438.34,1273.919184,138.6448299,172.682517,30.3,128.2356463,15.3629932,13.07503401,30.3,45.80040816,0,0,3.03,30.3,40.4,0,0,30.3,40.4,847.6707935,126.8367365,190.9973951,0,589.9246354,18.00709006,18.82452999,0,46.08092969,31288.42741,3535.615967,0,5034.137805,0
20220824-0000090,52:29.1,2225.03,1061.51,2976.47,30.3,4191.5,120.19,85.85,30.3,4171.3,1257.020068,159.8393243,198.8539865,30.3,77.53797297,16.71277027,11.74466216,30.3,73.57986486,0,2.02,2.02,30.3,40.4,0,0,30.3,40.4,852.400805,174.3029822,333.5814915,0,345.1153213,17.09206436,14.3512739,0,340.9516542,32070.76634,3544.058193,0,5142.473083,0
20220824-0000091,53:42.1,2227.05,1223.11,2005.86,30.3,4347.04,153.52,84.84,30.3,4163.22,1253.362867,158.8999333,185.1666667,30.3,99.63313333,17.56726667,12.15366667,30.3,73.41353333,0,0,3.03,30.3,40.4,0,0,30.3,40.4,853.5778941,190.8986169,245.5787015,0,485.8588905,20.7404415,14.73716802,0,338.2959114,31225.60238,3194.234632,0,4754.99489,0
20220824-0000092,54:56.1,2226.04,1233.21,2976.47,30.3,4663.17,120.19,82.82,30.3,4151.1,1247.6025,151.7115541,209.7387838,30.3,108.2610811,17.83195946,10.25013514,30.3,78.64351351,0,1.01,5.05,30.3,40.4,0,0,30.3,40.4,854.7455132,175.7965945,404.9006426,0,510.5586641,18.39255729,10.18903578,0,341.6618924,32070.76634,3445.77809,0,5007.347229,0
20220824-0000093,56:11.1,2224.02,1585.7,2236.14,30.3,4347.04,158.57,128.27,30.3,436.32,1234.775839,147.3854362,227.1483221,30.3,102.7759732,17.40724832,14.42469799,30.3,45.67369128,0,1.01,8.08,30.3,40.4,0,0,30.3,40.4,861.0457295,165.2054917,344.4511438,0,488.5609116,19.82184856,20.71821899,0,44.69770617,31776.35134,3369.513409,0,4994.171701,0
20220824-0000094,57:26.6,2217.92465,1294.8705,3172.41,30.3,4207.66,179.78,164.63,30.3,459.55,1272.620526,133.3884194,219.4827742,30.3,99.57296774,17.74993548,13.07787097,30.3,53.0803871,0,0,8.08,30.3,40.4,0,0,30.3,40.4,868.078911,154.2099939,406.9006226,0,471.5836125,25.22994681,20.82584459,0,76.46227311,32093.95572,3223.947392,0,5681.682993,1
20220824-0000094,57:26.6,2229.07,1233.21,3172.41,30.3,4207.66,179.78,164.63,30.3,459.55,1212.019548,148.2093548,219.4827742,30.3,99.57296774,17.74993548,13.07787097,30.3,53.0803871,0,0,8.08,30.3,40.4,0,0,30.3,40.4,876.8473849,171.3444377,406.9006226,0,471.5836125,22.93631528,20.82584459,0,69.51115738,31776.19378,3582.163769,0,5165.166357,0
20220824-0000095,58:39.1,2226.04,439.35,2340.17,30.3,4182.41,132.31,153.52,30.3,4162.21,1232.6444,136.8752,252.1229333,30.3,95.6268,17.42586667,14.92106667,30.3,95.47866667,0,1.01,19.19,30.3,40.4,0,1.01,30.3,40.4,858.8387996,98.53413801,357.1554866,0,475.1217027,18.26308098,24.12324778,0,472.7916601,31502.91,3409.203677,0,4960.975445,0
20220824-0000096,58:40.1,2228.06,1585.7,2571.46,30.3,4659.13,158.57,177.76,30.3,4172.31,1281.46863,162.6030822,209.934726,30.3,160.5623288,18.26993151,13.58657534,30.3,79.85226027,0,3.03,16.16,30.3,40.4,0,0,30.3,40.4,846.4024837,184.8993519,329.0687548,0,698.8008317,20.89598321,20.78875365,0,346.3234667,31170.20994,3470.489141,0,4978.785977,0
20220824-0000097,59:53.1,2225.03,1565.5,1224.12,30.3,4298.56,148.47,169.68,30.3,436.32,1172.961582,156.3070886,167.3467722,30.3,96.44860759,18.14164557,13.47518987,30.3,42.90582278,0,2.02,14.14,30.3,40.4,0,0,30.3,40.4,878.7835741,203.4982908,192.282508,0,471.4013058,20.24742879,22.60089289,0,31.39919439,31502.91,3481.73955,0,5013.507337,0
20220824-0000098,01:16.1,2233.11,663.166,2142.21,30.3,4185.44,185.84,200.99,30.3,4171.3,1242.737667,142.8429259,233.0832653,30.3,96.79510204,18.00136054,13.46666667,30.3,101.8107483,0,0,0,30.3,40.4,0,0,30.3,40.4,850.3519158,118.9471387,329.1604973,0,480.0306444,25.62053898,23.77986752,0,503.5077624,33577.61675,3304.156613,0,5314.255769,1
20220824-0000098,01:16.1,2233.11,676.7,2142.21,30.3,4185.44,185.84,200.99,30.3,4171.3,1268.09966,147.2607483,233.0832653,30.3,96.79510204,18.00136054,13.46666667,30.3,101.8107483,0,0,0,30.3,40.4,0,0,30.3,40.4,841.9325899,122.6259162,329.1604973,0,480.0306444,24.40051331,23.77986752,0,479.5312023,31978.68262,3406.347024,0,5061.195971,0
20220824-0000099,02:29.1,2228.06,898.9,2571.46,30.3,4195.54,132.31,177.76,30.3,437.33,1228.712133,165.9362667,181.7461333,30.3,95.85573333,16.8064,16.02533333,30.3,45.8136,0,2.02,19.19,30.3,40.4,0,1.01,30.3,40.4,848.5570104,174.6660293,295.6311595,0,476.6217817,17.70524822,28.00039956,0,45.52889705,31586.72384,3454.383512,0,4904.114466,0
20220824-0000100,03:43.1,2225.03,1216.04,2549.24,30.3,4344.01,148.47,124.23,30.3,4166.25,1260.630135,151.0427703,175.0370946,30.3,103.2656757,18.51439189,12.48851351,30.3,81.37324324,0,3.03,0,30.3,40.4,0,0,30.3,40.4,852.3870542,166.5218981,257.6623906,0,490.9429597,22.75887457,16.33220329,0,345.2923686,31171.20378,3155.552295,0,4861.863578,0
20220824-0000101,04:57.1,2227.05,1194.83,2391.68,30.3,4338.96,156.55,208.06,30.3,4171.3,1250.210537,143.6436913,206.2026846,30.3,154.2859732,17.54959732,12.74362416,30.3,106.1313423,0,1.01,0,30.3,40.4,0,0,30.3,40.4,857.1280676,147.3106381,316.3804153,0,685.7779322,21.99476066,21.96146416,0,477.7421349,31598.38631,3424.134114,0,4963.14028,0
20220824-0000102,06:12.1,2224.02,868.0546,2950.21,30.3,4266.24,67.67,176.75,30.3,4172.31,1195.537,139.6136117,203.4297403,30.3,100.9606494,15.35987013,14.33675325,30.3,103.9250649,0,3.03,3.03,30.3,40.4,0,0,30.3,40.4,872.186332,131.0228671,421.5394702,0,480.3040929,12.66411003,29.29663428,0,494.1358783,32598.34469,3203.62241,0,5276.864062,1
20220824-0000102,06:12.1,2224.02,885.77,2950.21,30.3,4266.24,67.67,176.75,30.3,4172.31,1219.935714,143.9315584,203.4297403,30.3,100.9606494,15.35987013,14.33675325,30.3,103.9250649,0,3.03,3.03,30.3,40.4,0,0,30.3,40.4,863.5508237,135.0751207,421.5394702,0,480.3040929,12.06105717,29.29663428,0,470.6055984,31046.04256,3302.703516,0,5025.584821,0
20220824-0000103,06:13.1,2223.01,1560.45,2573.48,30.3,4663.17,146.45,124.23,30.3,419.15,1266.908514,150.3125676,220.8897297,30.3,172.5189189,16.46027027,11.47851351,30.3,45.51824324,0,1.01,0,30.3,40.4,0,0,30.3,40.4,855.4487403,195.8496744,421.9282703,0,725.6320379,19.6726197,15.1391613,0,43.73428289,31689.49134,3447.371151,0,4894.277465,0
20220824-0000104,07:26.1,2225.03,1209.98,2957.28,30.3,4185.44,184.83,219.17,30.3,435.31,1240.347333,149.48,259.2737333,30.3,106.6290667,17.23733333,15.68866667,30.3,50.8232,0,0,7.07,30.3,40.4,0,0,30.3,40.4,846.4169062,157.3329714,463.3753191,0,478.7997051,22.23383433,28.01788443,0,62.3297708,31933.51744,3503.726856,0,5068.724166,0
20220824-0000105,07:27.1,2214.9098,1053.0765,2886.58,30.3,4649.03,121.2,130.29,30.3,4157.16,1323.246041,134.6118446,199.0655405,30.3,131.3545946,17.62722973,11.90844595,30.3,73.84601351,0,3.03,3.03,30.3,40.4,0,0,30.3,40.4,839.7357268,123.7549199,331.7320844,0,614.3963152,20.75023368,15.48114574,0,374.2522224,32006.38625,3198.030036,0,5686.474883,1
20220824-0000105,07:27.1,2226.04,1002.93,2886.58,30.3,4649.03,121.2,130.29,30.3,4157.16,1260.234324,149.5687162,199.0655405,30.3,131.3545946,17.62722973,11.90844595,30.3,73.84601351,0,3.03,3.03,30.3,40.4,0,0,30.3,40.4,848.2179059,137.5054666,331.7320844,0,614.3963152,18.8638488,15.48114574,0,340.2292931,31689.49134,3553.366707,0,5169.522621,0
20220824-0000106,08:40.1,2223.01,1227.15,2498.74,30.3,474.7,134.33,176.75,30.3,440.36,1222.515882,147.1563399,194.349085,30.3,48.85627451,18.80712418,12.37745098,30.3,47.93869281,0,0,4.04,30.3,40.4,0,0,30.3,40.4,869.564454,135.5216659,318.0695662,0,59.6569423,18.53996767,20.79889006,0,53.33148235,32016.05262,3475.92546,0,5013.380188,0
20220824-0000106,08:40.1,2211.89495,1288.5075,2498.74,30.3,474.7,134.33,176.75,30.3,440.36,1283.641676,132.4407059,194.349085,30.3,48.85627451,18.80712418,12.37745098,30.3,47.93869281,0,0,4.04,30.3,40.4,0,0,30.3,40.4,860.8688095,121.9694993,318.0695662,0,59.6569423,20.39396444,20.79889006,0,58.66463058,32336.21315,3128.332914,0,5514.718206,1
20220824-0000108,11:11.1,2225.03,1296.84,2886.58,30.3,4198.57,102.01,157.56,30.3,434.3,1241.831788,151.8210596,193.6457616,30.3,123.0594702,15.52456954,13.10324503,30.3,48.22582781,0,0,15.15,30.3,40.4,0,0,30.3,40.4,860.9319752,159.6111594,317.3781517,0,580.0801741,13.41619879,20.33821381,0,54.96926787,31289.98988,3448.430133,0,4910.729359,0
20220824-0000109,12:27.9,2226.04,869.61,2528.03,30.3,4673.27,182.81,177.76,30.3,440.36,722.972093,152.322093,124.0499225,30.3,111.561938,18.50100775,7.868604651,30.3,49.45085271,0,2.02,0,30.3,40.4,0,0,30.3,40.4,895.8929045,101.9981061,295.4606729,0,545.6176503,17.47364971,18.4051,0,58.90741704,31775.07369,3292.15371,0,5008.2963,0
20220824-0000110,13:42.1,2224.02,788.81,2262.4,30.3,4407.64,115.14,113.12,30.3,4156.15,719.9248438,155.4926563,137.0601563,30.3,113.6960156,17.63554688,7.46453125,30.3,81.80210938,0,2.02,5.05,30.3,40.4,0,0,30.3,40.4,889.7464602,125.4019725,302.7077822,0,530.0612029,14.1800919,14.87806867,0,366.4620415,31289.98988,3430.992113,0,4929.686959,0
20220824-0000111,13:43.1,2226.04,1578.63,2498.74,30.3,4709.63,105.04,181.8,30.3,415.11,1123.520794,138.5784127,209.3184921,30.3,84.22277778,15.655,15.61492063,30.3,46.3397619,0,1.01,3.03,30.3,40.4,0,0,30.3,40.4,904.7191213,155.1257217,363.0184242,0,417.1455355,14.50017579,27.54660521,0,46.77215488,31775.07369,3384.180406,0,5029.373048,0
20220824-0000112,14:57.1,2223.01,1198.87,1498.84,30.3,4179.38,182.81,177.76,30.3,435.31,1255.566486,154.7210811,211.0354054,30.3,96.4277027,17.77054054,15.70959459,30.3,51.05959459,0,2.02,17.17,30.3,40.4,0,1.01,30.3,40.4,851.9130235,172.3833952,290.5943508,0,481.1360951,23.03877404,29.47910063,0,64.39419731,29670.80131,3304.36012,0,4824.821655,0
20220824-0000114,17:06.1,2224.02,1107.97,2262.4,30.3,4407.64,51.51,194.93,30.3,436.32,735.2322835,161.5125197,118.3608661,30.3,74.8115748,15.73055118,8.970708661,30.3,43.52543307,0,2.02,6.06,30.3,40.4,0,0,30.3,40.4,900.2657186,144.4976761,264.7803386,0,386.0190839,8.731701881,22.30508443,0,34.99484799,31598.05503,3358.050974,0,4898.678199,0
20220824-0000115,19:13.1,2232.1,952.43,1243.31,30.3,4516.72,87.87,84.84,30.3,4163.22,1264.735093,168.9692593,172.7661111,30.3,97.42759259,17.35703704,12.61564815,30.3,89.21666667,0,1.01,3.03,30.3,40.4,0,0,30.3,40.4,832.0200394,185.2911753,169.4903577,0,434.5692364,16.896614,14.99392117,0,398.8561863,31974.42244,3414.406089,0,4931.013217,0
20220824-0000116,21:37.6,2225.03,930.21,2142.21,30.3,4186.45,109.08,146.45,30.3,459.55,1271.170884,143.0352381,200.3991156,30.3,130.5373469,16.21496599,11.96197279,30.3,48.59680272,0,0,3.03,30.3,40.4,0,0,30.3,40.4,860.1712933,125.6103548,304.4211097,0,589.2956536,15.10463534,16.84906658,0,57.01088896,32003.17512,3423.681083,0,5056.753533,0
20220824-0000117,21:46.1,2227.05,1468.54,1220.08,30.3,4197.56,78.78,124.23,30.3,4166.25,1289.354932,161.3647945,182.8376712,30.3,74.56705479,15.17767123,11.49047945,30.3,76.39335616,0,0,8.08,30.3,40.4,0,0,30.3,40.4,843.9082264,183.8855559,204.5540303,0,345.7672177,12.99255455,14.77151964,0,343.8312565,31974.42244,1989.33064,0,4196.824014,0
20220824-0000118,22:59.1,2227.05,843.35,1166.55,30.3,4686.4,132.31,205.03,30.3,4165.24,1261.881633,147.0958503,158.432585,30.3,80.65571429,16.40734694,15.81646259,30.3,107.197415,0,0,16.16,30.3,40.4,0,1.01,30.3,40.4,841.232961,141.3550154,142.2961958,0,385.8510607,16.7816267,30.0911917,0,480.8728757,32003.17512,2562.081937,0,4567.763863,0
20220824-0000119,24:12.6,2224.02,1437.23,2142.21,30.3,4184.43,86.86,84.84,30.3,461.57,1226.605132,151.4734211,189.8932895,30.3,152.2309211,16.31947368,11.26947368,30.3,51.29736842,0,2.02,17.17,30.3,40.4,0,1.01,30.3,40.4,862.3165377,152.2351261,261.1704847,0,663.9656318,14.05155481,13.13214311,0,66.34465656,31689.60244,2507.954967,0,4718.213727,0
20220824-0000120,25:28.6,2227.05,866.58,2512.88,30.3,4582.37,185.84,166.65,30.3,436.32,1256.71483,156.3438776,178.3989796,30.3,102.6421088,16.50353741,13.65904762,30.3,51.05653061,0,1.01,18.18,30.3,40.4,0,1.01,30.3,40.4,855.7476754,149.6836352,246.8124618,0,504.9042826,19.36403298,22.72254198,0,63.64693665,31932.87003,2897.145158,0,4806.155695,0
20220824-0000121,26:42.1,2227.05,682.76,2257.35,30.3,4666.2,144.43,210.08,30.3,4174.33,1264.671156,134.3093878,200.3647619,30.3,107.1836735,17.08755102,15.47979592,30.3,76.87680272,0,0,11.11,30.3,40.4,0,0,30.3,40.4,846.8399376,113.1035487,288.826712,0,517.9829246,18.32431127,28.3165572,0,344.028415,31447.78622,3384.716411,0,5065.742179,0
20220824-0000122,27:55.6,2211.89495,1248.2085,2553.28,30.3,4687.41,81.81,138.37,30.3,467.63,1273.078265,140.6514118,202.9505882,30.3,162.2865359,16.14019608,13.38084967,30.3,50.8630719,0,0,20.2,30.3,40.4,0,0,30.3,40.4,855.7047062,143.9781238,344.309668,0,711.7166757,15.05893699,19.98895202,0,69.92321835,31713.45842,3222.706614,0,5642.10304,1
20220824-0000122,27:55.6,2223.01,1188.77,2553.28,30.3,4687.41,81.81,138.37,30.3,467.63,1212.45549,156.2793464,202.9505882,30.3,162.2865359,16.14019608,13.38084967,30.3,50.8630719,0,0,20.2,30.3,40.4,0,0,30.3,40.4,864.348188,159.9756931,344.309668,0,711.7166757,13.68994271,19.98895202,0,63.56656214,31399.46378,3580.785126,0,5129.184582,0
20220824-0000123,29:12.1,2226.04,1063.53,2998.69,30.3,4652.06,178.77,204.02,30.3,4182.41,1111.956213,155.54,194.7447337,30.3,97.20502959,16.54248521,14.97071006,30.3,115.9826627,0,3.03,11.11,30.3,40.4,0,0,30.3,40.4,900.6982503,166.0044297,375.2496695,0,476.559496,17.46536283,29.11004392,0,545.654176,31776.88866,3510.009399,0,5215.578892,0
20220824-0000124,30:36.6,2227.05,1202.91,3192.61,30.3,4631.86,112.11,89.89,30.3,435.31,1269.851701,146.0514966,231.1938095,30.3,157.7386395,16.50353741,12.9444898,30.3,48.55557823,0,1.01,15.15,30.3,40.4,0,1.01,30.3,40.4,843.1695289,142.4754449,432.2720853,0,702.112656,16.71198667,17.34393516,0,55.8318002,32003.08119,3523.781232,0,4998.91852,0
20220824-0000125,32:07.4,2226.04,1578.63,2992.63,30.3,4640.95,132.31,82.82,30.3,436.32,1267.73551,166.4370068,192.5321088,30.3,136.8721769,16.51040816,11.88639456,30.3,53.49564626,0,1.01,13.13,30.3,40.4,0,0,30.3,40.4,846.2089862,217.8368441,349.1302735,0,631.1338551,16.57566989,14.03475006,0,69.73760899,31857.73512,3562.017855,0,5115.773291,0
20220824-0000126,33:03.6,2224.02,1193.82,2282.6,30.3,4185.44,189.88,219.17,30.3,4168.27,1261.283878,146.7866667,195.7957143,30.3,127.6722449,17.38986395,13.87204082,30.3,104.6002721,0,4.04,21.21,30.3,40.4,0,1.01,30.3,40.4,848.2824709,151.9899781,283.4128699,0,586.1131769,23.61359927,23.55498396,0,480.5269371,31855.35253,3409.408579,0,5044.438277,0
20220824-0000127,34:17.1,2225.03,1590.75,2009.9,30.3,4432.89,85.85,220.18,30.3,4166.25,1259.676122,139.4487075,180.9205442,30.3,163.4001361,15.99510204,15.85768707,30.3,76.67755102,0,1.01,12.12,30.3,40.4,0,0,30.3,40.4,851.924556,160.5229567,237.2375434,0,701.3986563,13.76816211,30.94040102,0,343.2379102,32064.37506,3097.153572,0,4833.902592,0
20220824-0000128,35:30.6,2224.02,1320.07,1274.62,30.3,4706.6,183.82,203.01,30.3,478.74,1273.747415,151.0327891,195.4590476,30.3,137.7241497,18.61285714,13.10251701,30.3,53.93537415,0,1.01,14.14,30.3,40.4,0,0,30.3,40.4,850.4295913,181.9898046,242.7592019,0,637.0582573,23.31139799,21.6713541,0,72.25078765,32038.54128,3570.074306,0,5136.861188,0
20220824-0000129,36:44.1,2225.03,1264.52,1983.64,30.3,4196.55,177.76,97.97,30.3,4172.31,1231.774737,155.7393421,213.2428947,30.3,106.2360526,18.51223684,12.98381579,30.3,159.6331579,0,2.02,24.24,30.3,40.4,0,1.01,30.3,40.4,851.8116723,180.249027,327.1670053,0,477.1911717,22.4563205,17.01638512,0,660.6034238,31599.96494,3540.040216,0,5025.885199,0
20220824-0000130,36:45.1,2231.09,772.65,2522.98,30.3,4648.02,117.16,210.08,30.3,4172.31,1284.783125,146.2115278,193.8638889,30.3,164.4616667,18.66395833,13.99972222,30.3,103.5600694,0,1.01,20.2,30.3,40.4,0,1.01,30.3,40.4,840.9799548,128.571876,289.1543005,0,716.6659851,19.76879795,23.97152288,0,483.7390238,31932.57006,3510.190681,0,4975.262944,0
20220824-0000132,37:58.6,2227.05,903.95,2522.98,30.3,4635.9,166.65,211.09,30.3,451.47,1281.108904,139.705137,166.3110274,30.3,133.5067808,17.34294521,15.3160274,30.3,53.53,0,0,18.18,30.3,40.4,0,1.01,30.3,40.4,841.8389565,124.1389107,219.2156011,0,622.300834,20.66478302,26.82381329,0,69.77589314,31398.05988,3564.531943,0,5068.447601,0
20220824-0000134,40:24.6,2228.06,849.41,1802.85,30.3,4317.75,71.71,219.17,30.3,4158.17,658.7698233,155.7719788,97.68091873,30.3,73.27318021,17.21639576,6.85229682,30.3,61.7670318,0,1.01,0,30.3,40.4,0,0,30.3,40.4,876.6761638,114.7362636,183.7304124,0,354.6934395,10.78350529,17.31412707,0,249.197363,31776.05238,3474.485998,0,5048.66538,0
20220824-0000136,08:08.6,2231.09,1021.11,2973.44,30.3,4395.52,155.54,196.95,30.3,4180.39,917.6073892,147.3704433,141.2955172,30.3,66.10773399,19.53827586,8.806403941,30.3,84.82009852,0,0,1.01,30.3,40.4,0,0,30.3,40.4,920.2972074,128.1678663,289.7062424,0,307.5420562,23.55334557,18.3439337,0,409.6219281,32086.9425,3541.430222,0,5007.94078,0
20220824-0000138,11:08.6,2226.04,949.4,2420.97,30.3,4481.37,173.72,205.03,30.3,462.58,1219.483182,150.995,184.9742857,30.3,180.2062987,19.20967532,14.8811039,30.3,53.18896104,0,1.01,14.14,30.3,40.4,0,0,30.3,40.4,871.8712961,144.6957131,277.3447246,0,763.4133755,23.62924858,29.20273111,0,69.87581825,31942.55997,3506.494144,0,4922.769509,0
20220824-0000139,12:25.6,2229.07,912.03,1233.21,30.3,4393.5,109.08,175.74,30.3,4179.38,972.4290576,148.3060733,137.0850262,30.3,69.64769634,16.90560209,10.31680628,30.3,71.96382199,0,1.01,10.1,30.3,40.4,0,0,30.3,40.4,918.8070604,131.1379313,195.6916973,0,318.6372591,15.00451906,22.86592746,0,304.8304203,31400.04756,3536.429278,0,5075.459474,0
20220824-0000140,14:01.1,2225.03,1585.7,3114.84,30.3,4189.48,130.29,198.97,30.3,4178.37,1275.575034,147.1370748,201.4434694,30.3,127.8714966,18.32428571,13.67278912,30.3,79.88619048,0,1.01,19.19,30.3,40.4,0,1.01,30.3,40.4,850.9465102,159.2105035,342.7794238,0,586.8448393,21.94287643,22.40120973,0,345.9344807,32083.01259,1944.974531,0,4115.764142,0
20220824-0000141,15:14.6,2224.02,1240.28,2386.63,30.3,4185.44,172.71,83.83,30.3,463.59,1172.095472,153.9837107,169.902327,30.3,69.34062893,17.97672956,11.30056604,30.3,45.48176101,0,1.01,16.16,30.3,40.4,0,1.01,30.3,40.4,879.6253194,169.7439481,289.1449182,0,329.3607529,22.07748707,15.19955085,0,44.70365112,31551.51625,187.1259979,0,1399.367003,0
20220824-0000142,16:34.1,2227.05,772.65,1216.04,30.3,473.69,185.84,156.55,30.3,463.59,1238.515867,139.6493333,146.4365333,30.3,46.35226667,17.4528,14.2208,30.3,56.82933333,0,1.01,3.03,30.3,40.4,0,1.01,30.3,40.4,856.2487487,129.3568936,147.9398645,0,49.69132623,23.21536754,23.49157442,0,79.37652637,32032.49744,2619.124602,0,4546.781048,0
20220824-0000143,16:35.5,2233.11,1061.51,2967.38,30.3,4651.05,106.05,158.57,30.3,457.53,1211.19987,152.3198052,189.0667532,30.3,133.5823377,16.12064935,14.67779221,30.3,48.30948052,0,1.01,3.03,30.3,40.4,0,0,30.3,40.4,866.5507715,144.287009,318.0000803,0,622.633212,15.487269,22.50505543,0,55.75553705,32083.29741,3344.560324,0,4937.123735,0
20220824-0000144,17:48.1,2225.03,1068.58,2495.71,30.3,4651.05,151.5,127.26,30.3,452.48,1212.813247,147.7616883,185.6629221,30.3,160.8916883,17.58318182,12.11344156,30.3,53.19551948,0,0,5.05,30.3,40.4,0,1.01,30.3,40.4,870.7540008,136.5424259,284.7136652,0,704.2843085,20.33615379,16.63738273,0,69.90083769,31290.305,3417.634704,0,4934.0476,0
20220824-0000145,19:09.1,2224.02,1236.24,2278.56,30.3,477.73,101,138.37,30.3,498.94,1161.62625,153.1601875,183.655875,30.3,45.8981875,16.6145,10.5545,30.3,50.72725,0,0,5.05,30.3,40.4,0,0,30.3,40.4,884.8448579,173.6488756,278.1301159,0,48.30691596,15.76350107,15.05383148,0,64.66927721,31289.83131,2786.038829,0,4728.484896,0
20220824-0000146,20:22.1,2224.02,1199.88,2558.33,30.3,4652.06,94.94,205.03,30.3,419.15,1248.892297,159.6482432,223.3464865,30.3,165.8037838,17.57945946,15.90067568,30.3,45.51824324,0,1.01,7.07,30.3,40.4,0,0,30.3,40.4,856.4280782,166.0760913,389.0298977,0,720.5009166,16.37660774,31.48140236,0,43.73412728,32003.87,3586.314188,0,5064.719788,0
20220824-0000147,20:23.1,2225.03,1236.24,960.51,30.3,4572.27,62.62,138.37,30.3,498.94,1072.975795,156.8254545,127.9830682,30.3,144.9464773,15.73534091,10.88045455,30.3,58.62590909,0,2.02,14.14,30.3,40.4,0,1.01,30.3,40.4,907.3280893,162.9482132,120.9148941,0,653.9171278,11.04548203,19.61874478,0,83.84711791,31777.36134,3320.960139,0,4990.210401,0
20220824-0000149,23:03.1,2228.06,940.31,2273.51,30.3,4182.41,139.38,220.18,30.3,4177.36,1148.804964,140.7733577,162.3224818,30.3,100.8451825,17.24372263,11.22058394,30.3,73.44985401,0,1.01,11.11,30.3,40.4,0,0,30.3,40.4,886.4707851,137.3876854,255.1711116,0,496.1394411,19.1567508,21.75215623,0,353.4928451,31291.03119,3628.396485,0,5189.647708,0
20220824-0000150,24:25.1,2228.06,867.59,1746.29,30.3,4214.73,184.83,83.83,30.3,482.78,1306.522826,153.3004348,201.1766304,30.3,135.6583696,19.70597826,13.73380435,30.3,49.52293478,0,1.01,13.13,30.3,40.4,0,1.01,30.3,40.4,836.1808567,144.8354586,258.362092,0,610.7416558,27.3623323,17.02942152,0,61.62600055,31289.70506,3269.35846,0,4899.684187,0
20220824-0000151,26:00.4,2230.08,654.48,2300.78,30.3,4668.22,133.32,204.02,30.3,4172.31,1282.363333,138.424966,201.0518367,30.3,111.6290476,17.02571429,14.07816327,30.3,104.2773469,0,2.02,22.22,30.3,40.4,0,1.01,30.3,40.4,850.2692343,121.9905183,319.2999015,0,533.9909856,20.37948711,25.14865122,0,480.4587119,32001.31369,3563.872331,0,5036.195029,0
20220824-0000153,28:05.1,2226.04,1550.35,2947.18,30.3,4197.56,86.86,99.99,30.3,446.42,1267.295782,177.4302041,202.0618367,30.3,99.77013605,15.49353741,11.88639456,30.3,53.49564626,0,0,20.2,30.3,40.4,0,1.01,30.3,40.4,847.4955026,233.7334747,306.2530813,0,481.4992522,13.26941196,15.51443134,0,69.82148045,31600.86384,3013.529235,0,4817.558763,0
20220824-0000154,29:18.6,2227.05,1585.7,2509.85,30.3,4594.49,168.67,176.75,30.3,4169.28,693.0642697,154.9007116,126.5185768,30.3,77.38037453,17.7411985,8.098913858,30.3,61.54191011,0,0,16.16,30.3,40.4,0,1.01,30.3,40.4,892.4736505,141.1189878,288.8209396,0,378.5389563,13.96940852,19.0563306,0,256.5101066,31502.98878,3540.130117,0,5013.209709,0
20220824-0000156,32:45.6,2225.03,602.97,2955.26,30.3,4703.57,123.22,172.71,30.3,4172.31,1267.570612,137.5455102,232.7534694,30.3,134.4880272,16.00197279,11.53598639,30.3,78.74564626,0,1.01,8.08,30.3,40.4,0,0,30.3,40.4,847.0318369,114.9522118,428.5415304,0,614.934934,16.77631553,16.74037936,0,344.2860985,31289.23238,3191.986694,0,4864.402255,0
